Rank,Name,Team,Games,RP,D,K,HB,CP,M,Cl,I50,G,B,SI,IP,T,BOU,HO,HOA,TGB,HBG,LBG,HR,CM,UM,IM,MI50,CC,BUC,TIC,R50,FF,FA,KI,1%,GST,BTO,MTO,FTO,PR,Ch,Sm,Sp,KO,FTKL,MTKL,BTKL,GA,GA%,DE%,K%,H%,I50%,C%,R50%
332,Jake Penman,Euroa,6,251,46,33,13,13,18,2,3,0,1,7,15,10,0,0,0,6,1,5,1,3,15,7,1,1,1,0,8,1,1,0,18,0,2,7,1,13,0,0,16,2,1,5,4,0,0,65,64,69,67,50,38
333,Jack Supple,Shepparton United,5,250,67,41,26,24,16,6,9,2,0,11,13,12,0,1,0,20,3,17,1,0,16,0,0,0,3,3,6,1,5,0,9,0,3,9,2,25,4,0,1,3,1,9,2,0,100,67,59,81,67,50,50
335,Cameron Valentine,Echuca,3,243,39,28,11,11,21,1,2,0,0,9,19,5,0,0,0,4,2,2,0,4,17,10,0,0,1,0,7,2,1,0,13,0,1,4,1,9,0,0,11,2,1,1,3,0,0,79,71,100,50,100,86
336,William Christopher,Mansfield,7,242,35,23,12,17,8,3,1,0,0,2,25,22,0,0,0,10,4,6,0,1,7,8,0,0,2,1,9,4,4,0,21,0,5,8,1,38,1,3,17,0,0,3,19,0,0,46,22,92,0,0,22
337,Lincoln D'Augello,Tatura,12,242,71,46,25,21,19,4,7,1,2,10,11,11,0,0,0,17,4,13,2,0,19,1,0,0,3,1,8,3,7,0,31,0,0,17,5,50,19,1,6,4,1,10,0,2,33,52,41,72,57,50,63
338,Riley Gallivan,Kyabram,8,239,47,33,14,17,16,2,10,4,4,16,8,9,1,0,0,13,2,11,1,2,14,2,5,1,0,1,2,2,1,0,14,0,0,5,5,30,6,0,5,2,4,5,0,1,50,60,55,71,40,50,100
339,Ben Reardon,Mansfield,3,238,58,38,20,16,16,5,4,2,2,11,9,8,0,0,0,11,5,6,1,3,13,1,3,0,3,2,7,4,3,0,5,0,0,6,2,17,2,0,1,2,2,5,1,1,50,62,55,75,50,60,29
340,Echuca 24,Echuca,4,237,49,30,19,18,16,0,4,1,1,7,16,7,0,9,2,15,6,9,5,2,14,3,1,0,0,0,6,1,4,1,15,0,2,6,3,18,2,2,9,1,1,2,4,0,50,78,67,95,50,0,67
341,Rielly Old,Seymour,8,237,40,19,21,23,9,6,6,0,1,6,9,35,0,0,0,10,5,5,1,3,6,2,1,1,5,0,2,5,7,0,7,0,0,2,5,55,4,0,2,1,8,23,4,1,0,65,58,71,33,67,50
342,Christian Corso,Tatura,5,237,56,23,33,21,17,2,1,0,0,4,20,9,0,0,0,19,3,16,0,0,17,2,0,0,0,2,3,2,3,0,13,0,1,5,0,25,8,0,3,2,0,4,5,0,0,84,70,94,100,50,67
343,Nash Ramage,Rochester,4,236,39,10,29,17,10,2,3,0,0,7,9,7,0,62,17,9,5,4,0,4,6,3,0,1,1,0,6,2,1,0,11,0,1,4,2,15,2,1,5,3,0,6,1,1,0,74,50,83,0,100,50
344,Maxwell Miller,Euroa,8,231,36,17,19,17,7,4,2,0,0,1,19,16,0,1,0,13,4,9,0,1,6,5,0,0,3,1,5,4,3,0,21,0,1,3,1,44,6,2,7,3,1,8,7,0,0,64,41,84,0,75,20
345,Lincoln Brand,Shepparton Bears,3,231,59,35,24,26,15,7,12,2,3,14,6,6,1,1,1,18,8,10,1,1,14,0,2,3,3,1,3,4,3,0,0,0,0,9,4,14,0,0,0,0,0,5,1,1,40,64,57,75,33,57,100
346,Rory Sammon,Benalla,6,224,55,23,32,27,8,2,5,2,1,7,16,8,0,0,0,18,6,12,0,2,6,2,2,0,1,1,4,4,6,0,5,0,3,3,2,23,3,0,2,0,1,4,3,0,66,69,52,81,40,100,50
347,Cody Walker,Echuca,2,222,46,27,19,31,8,10,10,1,2,12,8,13,0,0,0,23,7,16,0,2,6,1,0,3,4,3,2,3,4,0,2,0,0,7,1,18,1,1,0,0,2,10,1,1,33,72,67,79,80,60,100
348,Jhett Cooper,Shepparton Bears,4,221,49,31,18,14,18,1,1,2,0,9,13,5,1,0,0,8,2,6,2,3,15,1,3,0,0,1,5,2,1,0,7,0,0,5,0,17,4,0,1,1,0,4,1,2,100,78,71,89,100,100,40
349,Noah Brodie,Shepparton Bears,5,221,50,26,24,19,11,2,11,1,2,8,14,10,0,0,0,16,2,14,1,1,10,2,0,0,1,1,2,1,3,0,16,0,1,6,4,31,5,1,6,4,6,3,1,3,33,60,50,71,45,100,100
350,Cooper Fawcett,Kyabram,5,215,51,37,14,20,10,7,12,1,0,12,12,11,1,0,0,15,4,11,1,1,9,2,0,1,3,3,2,2,3,0,6,0,0,6,5,22,4,0,0,2,6,4,1,3,100,63,54,86,58,29,50
351,Ben Railton,Kyabram,5,204,46,24,22,17,13,1,1,0,0,8,17,18,0,0,0,13,5,8,2,0,13,2,0,0,1,0,4,3,9,0,6,0,2,4,0,34,5,1,0,0,2,12,4,1,0,85,79,91,100,0,50
352,Jayden Armstrong,Tatura,7,193,46,29,17,25,14,0,7,2,4,11,9,5,0,0,0,17,5,12,0,3,11,2,3,0,0,0,0,5,1,0,3,0,0,3,5,12,2,0,1,0,2,3,0,2,33,52,52,53,29,0,0
353,Ciaran Hubble,Tatura,5,187,39,23,16,9,15,1,0,0,0,2,9,4,0,0,0,7,2,5,0,0,15,4,0,0,1,0,6,0,0,0,14,0,2,6,0,15,1,4,9,0,0,2,2,0,0,69,70,69,0,0,50
354,Stuart Horner,Shepparton United,1,186,42,21,21,16,12,11,5,0,0,9,6,5,0,0,0,13,4,9,0,0,12,1,0,3,4,4,2,0,0,0,2,0,0,2,1,7,1,1,0,0,0,3,2,1,0,76,67,86,20,55,100
355,Dublin Anderson,Benalla,6,185,50,19,31,21,10,3,3,0,0,3,15,2,0,0,0,16,4,12,0,3,7,4,2,0,2,1,6,1,1,0,7,0,1,6,4,23,7,0,0,0,0,2,0,1,0,68,47,81,100,33,33
356,Kade James,Mooroopna,7,182,39,26,13,16,21,2,5,1,0,7,10,8,0,0,0,8,4,4,0,4,17,3,0,0,1,1,1,4,5,0,10,0,1,6,1,19,6,0,2,1,1,6,1,0,100,72,65,85,60,100,100
357,Jaxson McMinn,Echuca,5,178,48,32,16,17,11,2,3,0,0,8,10,10,0,0,0,12,1,11,2,1,10,3,0,0,1,1,11,1,5,1,10,0,1,12,2,18,4,0,3,2,0,8,2,1,0,65,59,75,33,0,45
358,Blake Sofra,Shepparton United,4,178,44,23,21,24,9,5,6,1,3,12,5,8,0,0,0,20,2,18,0,0,9,0,3,0,4,1,1,3,2,0,6,0,0,6,4,21,4,1,1,0,5,3,0,4,25,57,48,67,33,80,100
359,Thomas Corso,Tatura,6,173,42,20,22,19,6,4,3,0,1,2,11,9,0,0,0,13,1,12,1,0,6,0,1,0,1,3,7,4,2,0,10,0,1,3,2,29,8,0,1,1,1,6,2,0,0,62,50,73,33,25,43
360,Jackson Mansfield,Seymour,5,169,32,23,9,7,16,0,7,2,2,6,6,3,0,0,0,3,2,1,0,3,13,2,4,0,0,0,5,1,1,0,9,0,0,3,1,10,3,1,5,0,2,1,0,1,50,53,52,56,29,0,80
361,Hugh Bailey,Euroa,5,159,21,10,11,13,2,8,1,0,0,2,3,8,0,77,19,5,0,5,0,1,1,0,0,3,5,0,0,4,2,0,6,0,0,5,1,10,0,0,0,4,0,5,3,0,0,52,10,91,0,25,0
362,Noah Ryan,Kyabram,4,158,40,22,18,11,14,1,6,0,3,14,0,8,0,0,0,4,2,2,1,3,11,0,1,0,1,0,3,2,2,0,4,0,0,3,1,17,4,0,0,0,3,5,0,3,0,73,64,83,83,0,100
363,Dirk Koenen,Mansfield,2,154,21,12,9,11,9,0,1,0,0,2,14,10,0,0,0,5,4,1,0,2,7,6,0,0,0,0,4,3,1,1,10,0,1,3,1,13,0,0,8,2,0,8,2,0,0,71,67,78,0,0,75
364,Hamish Heine,Rochester,2,149,38,27,11,14,10,4,8,3,3,14,3,3,0,0,0,9,2,7,0,1,9,0,2,0,3,1,0,3,3,0,2,0,0,2,8,7,0,2,0,0,1,2,0,3,50,61,63,55,63,25,0
365,Ned Byrne,Shepparton Bears,3,145,41,20,21,22,9,3,4,0,1,4,9,12,0,0,0,19,1,18,2,2,7,0,0,0,1,2,2,1,7,0,0,0,3,5,3,17,0,0,0,0,3,5,4,2,0,66,65,67,75,33,0
366,Patrick McCarthy,Tatura,2,144,42,28,14,5,10,1,5,0,1,7,8,5,0,0,0,3,0,3,1,0,10,2,0,0,1,0,6,1,2,0,4,0,1,7,0,11,1,0,2,1,0,2,3,0,0,67,54,93,80,0,33
367,Jayden Gagliardi,Shepparton Bears,3,142,25,17,8,12,9,1,9,2,0,7,7,6,1,0,0,6,3,3,0,2,7,2,2,0,0,1,0,3,2,0,7,0,0,0,6,14,2,1,2,2,2,4,0,2,100,64,59,75,44,100,0
368,Jayedon Hexter,Shepparton United,4,141,24,17,7,14,10,1,2,4,2,8,2,8,0,0,0,4,0,4,0,4,6,0,7,0,1,0,0,5,4,0,7,0,0,2,3,18,4,0,1,1,4,4,0,1,66,58,53,71,50,100,0
369,Taj Woewodin,Mansfield,1,139,30,14,16,12,7,6,7,0,2,9,4,9,2,0,0,6,4,2,1,0,7,1,0,1,2,3,0,3,3,0,1,0,0,1,2,10,1,0,0,0,3,5,1,1,0,67,50,81,43,83,0
370,Andrew Thomson,Mansfield,4,134,32,21,11,13,6,0,1,1,0,4,11,5,0,0,0,10,1,9,3,0,6,0,0,0,0,0,3,0,3,0,7,0,1,2,0,11,1,0,4,0,0,3,2,0,100,78,76,82,0,0,100
371,Max Bicknell,Shepparton Swans,4,134,19,12,7,8,9,4,2,1,2,7,2,2,0,31,11,4,1,3,0,1,8,1,3,0,2,2,2,1,0,0,1,0,0,1,1,7,0,0,0,1,1,0,1,0,33,68,58,86,50,75,50
372,Jed Dargan,Echuca,4,131,29,20,9,16,5,0,4,0,0,5,6,8,0,0,0,8,4,4,0,1,4,1,0,0,0,0,2,6,2,0,15,0,0,5,5,18,6,0,7,1,2,4,2,0,0,69,70,67,50,0,50
373,Coby Dunlop,Rochester,2,128,33,15,18,14,7,1,3,0,0,1,13,7,0,0,0,12,4,8,0,1,6,2,0,0,1,0,6,0,2,0,6,0,2,6,3,14,3,1,2,0,0,5,2,0,0,64,53,72,0,100,83
374,Nicholas Davey,Seymour,3,128,28,22,6,9,8,2,3,1,1,8,3,5,0,0,0,6,2,4,1,0,8,0,1,0,1,1,2,1,2,0,5,0,0,1,0,16,3,0,1,1,1,4,0,0,50,75,73,83,33,0,100
375,Cole Freeman,Tatura,5,125,34,26,8,9,12,1,5,1,0,3,4,7,0,0,0,8,3,5,0,0,12,1,0,0,0,1,6,3,4,0,7,0,2,5,3,28,6,0,0,1,1,3,3,1,100,56,54,63,0,100,50
376,Nate Warrin,Shepparton United,3,124,19,13,6,10,8,1,5,2,2,10,3,7,0,0,0,6,1,5,0,3,5,0,4,0,1,0,2,0,2,0,6,0,1,0,1,15,4,1,0,1,3,2,2,1,50,68,54,100,40,100,50
377,Liam Adams,Mooroopna,4,122,31,20,11,11,13,2,4,2,2,12,3,4,0,0,0,7,1,6,0,1,12,1,6,0,0,2,0,3,3,0,0,0,0,5,4,4,0,0,0,0,1,3,0,3,50,61,50,82,50,100,0
378,Logan Orr,Echuca,3,121,34,18,16,12,7,0,7,1,0,5,7,8,0,0,0,9,3,6,3,1,6,1,1,0,0,0,0,0,1,0,3,0,0,4,5,15,1,0,1,1,2,4,2,2,100,65,56,75,57,0,0
379,Jack Davey,Seymour,5,121,25,13,12,12,6,1,1,0,1,5,10,11,0,0,0,7,1,6,0,1,5,1,1,0,1,0,3,3,2,0,7,0,0,5,2,20,2,1,4,0,1,6,4,0,0,60,38,83,100,100,33
380,Campbell Flanagan,Shepparton Swans,3,120,29,15,14,14,6,1,7,0,1,5,8,8,0,0,0,12,3,9,1,1,5,1,1,0,0,1,2,1,1,0,2,0,0,5,3,14,0,0,2,0,1,7,0,0,0,55,60,50,71,0,50
381,Bailey Archer,Tatura,3,117,26,12,14,8,10,2,2,0,0,1,6,5,0,0,0,7,2,5,0,0,10,1,0,0,0,2,2,0,0,0,4,0,1,1,0,13,1,0,1,1,0,2,3,0,0,69,42,93,0,50,0
382,Jack Mellington,Shepparton Bears,2,114,29,19,10,6,14,0,5,0,0,4,2,5,1,0,0,6,3,3,1,0,14,1,0,0,0,0,2,0,3,0,2,0,0,4,1,14,1,0,1,0,1,4,0,2,0,76,84,60,60,0,100
383,Jake Cirillo,Shepparton Swans,4,114,28,10,18,15,5,5,2,0,0,2,4,11,0,0,0,12,3,9,0,2,3,0,0,0,2,3,3,1,1,0,5,0,0,4,1,20,1,0,0,3,1,8,2,0,0,50,40,56,0,40,67
384,Connor Hayes,Shepparton United,4,113,31,16,15,13,8,0,2,0,0,4,8,3,0,0,0,8,4,4,0,2,6,2,1,0,0,0,3,2,0,0,2,0,0,4,2,5,0,1,1,0,0,2,1,0,0,55,50,60,50,0,0
385,Ben Butts,Mooroopna,3,111,22,18,4,7,8,0,4,1,1,3,7,3,0,0,0,4,1,3,0,1,7,1,1,0,0,0,4,2,2,0,3,0,0,2,2,8,0,0,1,1,0,1,2,0,50,64,61,75,25,0,75
386,Ethan Howard,Rochester,3,110,26,17,9,8,7,1,2,1,1,10,3,7,0,0,0,4,1,3,0,1,6,0,0,0,1,0,0,3,0,0,6,0,0,4,1,18,4,0,2,0,3,4,0,1,50,69,59,89,50,100,0
387,Tom Sullivan,Tatura,1,110,26,16,10,14,4,9,4,0,1,3,3,5,0,2,0,6,4,2,0,1,3,0,0,3,4,2,2,2,2,0,0,0,0,2,3,7,0,0,0,0,1,2,2,0,0,69,69,70,25,67,100
388,Caleb Aitken,Mooroopna,6,109,27,10,17,14,7,1,1,0,0,5,10,5,0,11,1,13,2,11,0,1,6,1,0,0,1,0,3,0,3,0,6,0,0,8,1,17,2,0,4,0,0,3,2,0,0,67,50,76,0,100,0
389,Kyabram 20,Kyabram,2,105,19,12,7,8,7,0,5,2,0,5,3,1,0,1,1,6,1,5,1,0,7,0,1,0,0,0,2,2,1,0,6,0,0,1,2,11,3,2,1,0,1,0,0,2,100,74,75,71,80,0,100
390,James Martin,Benalla,3,100,26,15,11,12,6,1,5,1,0,10,2,7,0,0,0,7,2,5,0,1,5,0,2,0,1,0,1,3,1,0,4,0,0,4,5,14,4,0,0,0,2,5,0,3,100,54,40,73,40,0,0
391,Hugh Kerlin,Rochester,4,99,23,12,11,6,8,0,2,0,0,3,7,7,0,0,0,5,1,4,1,1,7,2,1,0,0,0,2,0,3,0,6,0,1,3,1,11,1,0,5,0,0,5,2,1,0,48,42,55,0,0,100
392,Connor Armstrong,Echuca,2,97,13,10,3,2,9,0,0,0,0,1,6,2,0,0,0,2,0,2,0,0,9,4,0,0,0,0,2,0,0,0,8,0,0,2,0,8,0,0,7,1,0,1,1,0,0,85,80,100,0,0,50
393,Harry Kelly,Seymour,2,96,20,9,11,11,3,1,3,1,0,8,3,5,0,0,0,6,2,4,1,0,3,0,1,0,0,1,0,4,0,0,6,0,0,1,3,20,5,1,0,0,2,3,0,2,100,60,67,55,33,100,0
394,Ryan Skinner,Tatura,5,96,28,17,11,11,11,3,0,1,0,2,5,4,0,0,0,8,2,6,1,0,11,0,1,1,1,1,2,1,3,0,5,0,1,7,0,11,4,0,1,0,2,2,0,0,100,64,65,64,0,67,100
395,Nathan Ferrier,Shepparton United,2,95,24,16,8,6,12,0,1,1,0,4,6,0,0,0,0,5,0,5,1,0,12,0,1,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,100,79,81,75,0,0,50
396,Declan Redfern,Euroa,5,94,27,21,6,10,6,1,5,0,6,9,3,5,0,0,0,6,1,5,0,3,3,1,3,0,1,0,2,0,2,2,3,0,1,3,3,18,1,0,2,0,1,3,1,0,0,44,29,100,40,100,50
397,Jack Peris,Seymour,1,92,16,13,3,7,8,1,2,2,0,5,2,2,4,0,0,4,2,2,0,2,6,1,1,0,0,1,0,2,1,0,1,0,0,1,2,6,1,0,0,0,0,2,0,2,100,88,92,67,100,0,0
398,Jack Nation,Mansfield,3,91,25,14,11,17,5,1,2,0,1,4,3,9,0,0,0,11,4,7,0,4,1,0,1,0,1,0,0,1,4,0,3,0,0,1,7,18,1,0,1,1,4,4,1,0,0,56,36,82,0,100,0
399,Joshua Reid,Tatura,3,91,16,8,8,7,4,0,0,0,0,1,9,1,1,0,0,7,1,6,0,0,4,1,0,0,0,0,4,0,0,0,5,0,1,1,0,4,0,0,5,0,0,0,1,0,0,88,75,100,0,0,50
400,Mitchell Grumley,Shepparton Swans,1,89,21,12,9,12,4,6,5,0,0,5,3,4,1,0,0,6,2,4,1,1,3,0,1,2,3,1,2,3,3,0,2,0,0,5,2,12,0,2,0,0,0,3,1,1,0,71,58,89,60,67,50
401,Ben Christopher,Mansfield,1,86,11,8,3,5,6,1,1,2,4,8,1,3,0,11,1,3,0,3,0,1,5,1,5,0,1,0,0,1,3,0,1,0,0,0,0,6,0,1,0,0,1,2,0,2,33,45,25,100,0,0,0
402,Hayden Desmond,Mansfield,4,84,17,6,11,10,4,3,3,0,3,6,3,8,0,0,0,8,4,4,0,0,4,1,1,0,0,3,0,0,1,0,7,0,0,3,2,15,1,1,2,1,5,2,1,0,0,41,0,64,33,67,0
403,Baxter Cowley,Echuca,2,83,22,15,7,7,7,1,5,1,2,9,1,3,0,0,0,4,1,3,1,0,7,0,0,0,1,0,2,0,2,0,5,0,0,3,3,11,1,1,2,0,1,2,0,1,33,50,40,71,20,0,50
404,Jimmy Holding,Shepparton United,1,81,16,11,5,5,7,2,4,1,0,3,3,3,0,0,0,1,1,0,0,2,5,3,0,0,1,1,2,1,1,0,1,0,0,0,4,4,0,0,0,0,0,3,0,0,100,56,64,40,25,0,50
405,Zane Chalcraft,Shepparton United,4,80,18,8,10,8,1,2,5,1,1,3,1,10,0,0,0,7,4,3,0,0,1,0,0,0,2,0,0,1,0,0,4,0,0,3,2,18,4,0,0,0,2,8,0,0,50,61,63,60,60,50,0
406,Cameron Johns,Tatura,1,80,20,13,7,9,4,0,1,1,0,2,5,3,0,0,0,5,1,4,1,3,1,0,1,0,0,0,7,0,2,5,6,0,3,4,0,8,2,1,2,0,1,2,0,0,100,65,62,71,100,0,71
407,Danny Miller,Kyabram,3,79,21,10,11,9,4,0,5,0,0,4,4,5,0,0,0,5,3,2,1,3,1,1,0,0,0,0,0,1,2,0,3,0,0,1,3,13,3,0,0,0,1,3,1,0,0,62,40,82,0,0,0
408,Cameron Osmond,Seymour,3,78,13,8,5,5,7,0,0,1,0,4,1,9,0,0,0,3,3,0,0,1,6,1,4,0,0,0,1,0,0,0,3,0,0,3,1,14,1,0,1,1,5,4,0,0,100,46,38,60,0,0,0
409,Lachie Watson,Echuca,1,76,12,6,6,9,1,5,3,0,0,2,3,5,0,16,3,1,1,0,0,1,0,1,0,4,1,0,0,3,1,0,5,0,0,3,1,11,1,0,1,3,0,5,0,0,0,50,17,83,33,20,0
410,Adam Boshevski,Mansfield,1,76,12,9,3,2,6,0,2,0,0,1,7,3,0,0,0,1,1,0,0,0,6,3,0,0,0,0,1,1,1,0,3,0,0,0,0,3,0,0,2,0,0,2,1,0,0,75,67,100,50,0,100
411,Mitchell Gugliotti,Kyabram,2,74,19,9,10,10,3,1,4,0,0,2,2,8,0,0,0,8,3,5,0,0,3,1,1,0,1,0,0,1,0,0,3,0,0,2,3,15,2,0,1,0,3,5,0,0,0,53,22,80,0,100,0
412,Kade Thomas,Shepparton Swans,4,73,21,18,3,7,8,4,4,0,0,5,2,5,0,0,0,6,2,4,0,0,8,1,1,0,3,1,2,1,5,0,0,0,1,3,3,10,0,0,0,0,1,4,0,2,0,57,50,100,50,25,0
413,Jaidyn Chee,Benalla,2,71,11,7,4,7,3,0,1,1,0,5,3,4,0,0,0,3,1,2,0,1,2,1,1,0,0,0,0,3,1,0,2,0,0,1,1,12,2,0,0,0,2,2,0,2,100,91,100,75,100,0,0
414,Tim Wilson,Tatura,2,71,8,3,5,5,3,2,1,1,0,2,1,4,0,13,3,2,1,1,0,0,3,1,0,1,1,0,1,2,1,0,1,0,0,0,0,10,0,0,1,0,1,2,1,0,100,100,100,100,100,100,100
415,Tyler Carter,Tatura,1,68,6,6,0,4,2,2,0,3,2,7,1,4,0,2,0,0,0,0,0,1,1,0,2,0,1,1,0,3,0,0,2,0,0,0,0,6,2,0,0,0,4,0,0,0,60,50,50,0,0,50,0
416,Alex Macrae,Mooroopna,4,66,18,11,7,5,3,0,4,1,0,6,3,5,0,0,0,5,3,2,0,0,3,0,2,0,0,0,0,0,3,0,4,0,1,2,3,14,1,1,1,1,2,3,0,2,100,61,55,71,50,0,0
417,Fraser McElhinney,Mooroopna,3,66,15,8,7,11,6,1,5,0,0,5,3,2,0,1,0,6,1,5,1,2,4,0,0,0,0,1,0,2,3,0,3,0,0,1,2,7,3,0,0,0,0,2,0,1,0,73,63,86,80,100,0
418,Cale James,Rochester,2,66,12,6,6,4,4,1,1,0,2,6,1,6,0,0,0,4,4,0,0,0,4,0,1,0,1,0,0,0,1,0,4,0,0,0,2,14,2,0,2,0,3,3,0,2,0,58,50,67,0,100,0
419,Harry Purcell,Mansfield,3,62,12,9,3,5,5,0,2,1,0,4,4,3,0,0,0,3,1,2,0,1,4,2,2,0,0,0,1,1,2,0,2,0,1,2,0,10,1,1,0,0,2,1,0,0,100,58,56,67,50,0,100
420,Mitchell Pentony,Mansfield,2,61,14,9,5,4,5,0,0,0,0,2,3,4,0,0,0,2,0,2,0,1,4,1,0,0,0,0,2,1,2,0,4,0,0,3,0,6,1,0,3,0,0,1,3,0,0,71,56,100,0,0,0
421,Kaleb Gilmour,Shepparton Bears,1,59,12,6,6,5,5,0,2,1,0,1,4,2,0,0,0,5,2,3,0,0,5,0,1,0,0,0,1,0,1,0,5,0,0,2,1,7,3,0,2,0,0,2,0,0,100,58,67,50,0,0,100
422,Logan Hyland,Benalla,1,58,12,6,6,3,3,1,0,0,0,0,6,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,1,0,0,2,0,2,0,0,3,0,0,2,0,0,0,2,0,0,50,50,50,0,0,100
423,Harrison Mills,Euroa,3,56,16,7,9,5,5,1,4,0,0,1,1,1,0,0,0,3,0,3,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,2,12,2,0,0,0,0,1,0,1,0,50,43,56,0,100,0
424,,Euroa,1,53,9,2,7,7,0,1,0,0,0,1,5,4,0,0,0,5,2,3,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,5,1,0,0,1,0,2,2,0,0,100,100,100,0,100,100
425,Kallyun Sanders,Shepparton United,3,52,14,8,6,5,9,1,1,0,0,3,2,3,0,0,0,3,0,3,0,1,8,0,1,0,0,1,0,1,1,0,3,0,0,4,0,8,3,0,0,0,1,2,0,0,0,64,63,67,0,100,0
426,Daniel Maher,Tatura,3,52,13,5,8,4,6,1,1,0,0,2,4,5,0,0,0,3,1,2,0,0,6,0,0,0,1,0,1,1,4,0,3,0,0,2,1,12,1,0,2,0,0,3,2,0,0,62,40,75,0,100,100
427,James Herridge,Mansfield,1,51,9,5,4,2,1,1,2,0,1,3,3,4,0,0,0,2,0,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,0,0,78,60,100,0,0,100
428,Izaak Rossignuolo,Shepparton Swans,2,51,10,7,3,3,2,0,3,1,0,3,2,3,0,0,0,2,2,0,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,2,0,5,1,0,0,0,2,1,0,1,100,70,57,100,33,0,0
430,Benalla 15,Benalla,1,47,9,7,2,3,2,0,1,0,0,0,2,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,6,0,0,2,3,0,0,1,0,3,1,1,1,0,0,0,1,0,0,67,57,100,100,0,67
431,Connor Breheny,Benalla,1,47,9,7,2,2,6,0,2,0,1,2,1,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,2,1,0,0,1,0,0,1,0,5,1,0,0,0,0,1,0,1,0,67,57,100,50,0,50
432,Josh Hart,Benalla,1,47,8,5,3,8,1,1,1,1,0,2,2,2,0,0,0,6,2,4,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,1,0,2,0,0,100,50,40,67,0,100,0
433,Joshua Robertson,Euroa,2,47,13,7,6,6,4,1,2,0,0,2,2,3,0,0,0,4,3,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,0,62,57,67,50,100,0
434,Nate Yze,Shepparton United,1,47,8,4,4,5,1,0,2,1,1,3,1,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,2,1,0,50,63,50,75,50,0,0
435,Ben Gilberto,Shepparton Swans,2,46,7,7,0,3,3,3,5,0,0,1,0,5,0,16,3,1,1,0,0,0,3,0,0,0,3,0,0,1,0,0,4,0,0,1,4,8,1,0,0,3,1,4,0,0,0,14,14,0,0,0,0
436,Chaz Pucko,Shepparton Swans,2,44,8,5,3,4,2,2,1,0,0,3,1,2,0,35,5,3,1,2,0,0,2,0,0,0,0,2,0,1,3,0,1,0,0,3,0,3,0,0,0,1,0,2,0,1,0,63,60,67,100,50,0
437,Solly Fleming,Echuca,1,42,10,9,1,1,5,0,1,0,0,3,1,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,2,0,0,2,1,0,0,1,0,3,0,0,0,1,0,0,1,0,0,90,89,100,100,0,100
438,Tom Wallis,Euroa,1,42,13,5,8,8,1,3,2,0,0,1,2,2,0,0,0,6,2,4,1,0,1,0,0,0,2,1,1,1,2,0,0,0,1,3,0,2,0,0,0,0,0,1,1,1,0,62,40,75,50,0,0
439,Zaydan Leocata,Shepparton Bears,2,42,11,8,3,1,4,0,2,0,0,1,3,2,0,0,0,1,0,1,0,0,4,0,0,0,0,0,3,0,1,0,3,0,0,3,0,5,1,0,1,1,0,2,0,0,0,73,75,67,50,0,100
440,Ollie Day,Euroa,1,41,8,4,4,5,2,0,2,1,0,2,2,4,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,7,0,0,0,0,2,2,0,0,100,75,75,75,100,0,0
441,Darby Martin,Rochester,1,39,8,4,4,4,1,0,0,0,0,3,3,2,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,100,100,100,0,0,0
442,Braedan Meka,Shepparton Swans,2,39,9,4,5,5,3,0,1,0,0,2,3,3,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,2,1,0,0,56,25,80,0,0,0
443,Lucas O'Hara,Shepparton United,1,38,9,7,2,2,3,0,3,0,0,2,1,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,1,0,1,0,67,57,100,33,0,0
444,Lachlan Curran,Euroa,2,37,5,0,5,1,0,1,0,0,0,1,0,3,0,13,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,3,0,0,1,0,0,0,3,0,0,100,0,100,0,100,0
445,Ash Quinn,Kyabram,2,37,8,5,3,3,3,0,2,1,0,4,0,1,0,0,0,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,1,100,88,80,100,0,0,0
